id,judul,prompt,thumbs,background,frame,Ref01,Ref02,Ref03,model
A5,VESPA DEPAN KELAS,"Image editing task using 2 reference images\n\nReference-1: main subject\nReference-2: background\n\n[Task 0: Subject Consistency — CRITICAL]\nKeep the exact number of people from the original image\nDo NOT add or remove any person\nPreserve original group composition and spacing as much as possible\nDo NOT assume fixed number of subjects\nIDENTITY PRESERVATION (CRITICAL):\nPreserve exact facial identity from the original image\nMaintain facial structure, proportions, and unique features\nDo NOT alter face shape, eyes, nose, mouth, or expression\nKeep original likeness highly recognizable\nDo NOT re-generate or stylize faces\nFace must remain identical to the original input (high fidelity)\n[Task 1: Subject Integrity — NO OUTFIT CHANGE]\n\nKeep subjects exactly as they are.\n\nRules (HARD LOCK):\n\nDo NOT change clothing (no uniform conversion)\nDo NOT modify outfit color, texture, or style\nKeep original hairstyle and accessories (minor cleanup allowed)\nPreserve full body proportions\n[Task 2: Background Replacement]\n\nReplace with reference background.\n\nRequirements:\n\nMatch perspective (camera angle, horizon, scale)\nMatch lighting direction and intensity\nAdjust color tone (white balance, exposure)\nAdd realistic shadows under subjects\nEnsure proper ground contact (no floating)\n[Task 3: Retro Vespa Pose]\n\nAdd a classic retro Vespa (cream/beige, rounded vintage, realistic scale).\n\nROLE & COMPOSITION (ADAPTIVE):\nOne subject = main rider (prefer male if present, otherwise most central subject)\nSitting on Vespa, both hands holding handlebar\nVespa angled slightly toward camera (3/4 view)\nOne foot touching ground naturally\nOther subjects = positioned naturally around Vespa (side/front/back)\nRelaxed, cheerful group pose\nDistribute evenly, no overlap\nIf only one subject → pose naturally with Vespa\nDo NOT add extra people\n[Adaptive Pose Adjustment — CRITICAL]\nSecondary subjects MUST adapt their pose to the new scene\nDo NOT rigidly preserve original pose if it conflicts with Vespa composition\nAllow adjustment of:\nBody orientation\nHead direction (gaze)\nStanding position\nKeep identity and body proportions EXACT\nAvoid “copied original pose” that feels disconnected from the scene\n[Group Interaction & Harmony — IMPORTANT]\nAll subjects must feel connected in one moment\nSecondary subjects should:\nSlightly face rider or camera\nAlign direction naturally with the group\nAppear aware of the Vespa and each other\nMaintain consistent posing style across subjects (all casual, relaxed)\nAvoid mismatched posing or conflicting directions\nFor multiple subjects:\nCreate balanced composition (triangle / semi-circle around Vespa)\nMaintain visual rhythm and spacing\nVEHICLE (HARD LOCK):\nClassic retro Vespa ONLY (NOT modern scooter)\nRounded vintage body shape\nCream / beige color\nRealistic scale vs human\nClean, slightly realistic finish (not overly glossy)\nINTERACTION & REALISM:\nHands must correctly grip handlebar\nNatural posture (upright, relaxed)\nFeet must touch ground properly\nVespa wheels aligned with ground perspective\n[Composition Rules — HARD LOCK]:\nAll subjects visible\nNo face overlap\nNo distortion (limbs, body, Vespa)\nMaintain natural spacing\nMaintain group balance\n[Lighting & Integration]:\nFollow background lighting source\nAdd realistic shadows (subjects + Vespa)\nEnsure strong ground contact (feet & wheels)\nApply subtle ambient color reflection if needed\n[GROUND INTEGRATION — IMPORTANT]:\nFully replace original ground\nNo leftover artifacts\nSeamless blending with background\n[Hard Constraints]:\nNo extra people\nNo missing subjects\nNo floating elements\nNo artifacts or glitches\nMaintain visual balance (no element overly dominant)\nCorrect scale between subjects and Vespa\n[Final Goal]:\n\nNatural, realistic group photo with a retro Vespa,\ncheerful, relaxed, cohesive,\nperfectly blended with the background,\nwhile preserving 100% original identity and appearance.",https://experia.id/rujakan/images/thumbs/vespa_5.webp,,,https://experia.id/rujakan/images/references/spot_2_mushola.png,,,seedream
A6,VESPA DEPAN GERBANG,"Image editing task using 2 reference images\n\nReference-1: main subject\nReference-2: background\n\n[Task 0: Subject Consistency — CRITICAL]\nKeep the exact number of people from the original image\nDo NOT add or remove any person\nPreserve original group composition and spacing as much as possible\nDo NOT assume fixed number of subjects\nIDENTITY PRESERVATION (CRITICAL):\nPreserve exact facial identity from the original image\nMaintain facial structure, proportions, and unique features\nDo NOT alter face shape, eyes, nose, mouth, or expression\nKeep original likeness highly recognizable\nDo NOT re-generate or stylize faces\nFace must remain identical to the original input (high fidelity)\n[Task 1: Subject Integrity — NO OUTFIT CHANGE]\n\nKeep subjects exactly as they are.\n\nRules (HARD LOCK):\n\nDo NOT change clothing (no uniform conversion)\nDo NOT modify outfit color, texture, or style\nKeep original hairstyle and accessories (minor cleanup allowed)\nPreserve full body proportions\n[Task 2: Background Replacement]\n\nReplace with reference background.\n\nRequirements:\n\nMatch perspective (camera angle, horizon, scale)\nMatch lighting direction and intensity\nAdjust color tone (white balance, exposure)\nAdd realistic shadows under subjects\nEnsure proper ground contact (no floating)\n[Task 3: Retro Vespa Pose]\n\nAdd a classic retro Vespa (cream/beige, rounded vintage, realistic scale).\n\nROLE & COMPOSITION (ADAPTIVE):\nOne subject = main rider (prefer male if present, otherwise most central subject)\nSitting on Vespa, both hands holding handlebar\nVespa angled slightly toward camera (3/4 view)\nOne foot touching ground naturally\nOther subjects = positioned naturally around Vespa (side/front/back)\nRelaxed, cheerful group pose\nDistribute evenly, no overlap\nIf only one subject → pose naturally with Vespa\nDo NOT add extra people\n[Adaptive Pose Adjustment — CRITICAL]\nSecondary subjects MUST adapt their pose to the new scene\nDo NOT rigidly preserve original pose if it conflicts with Vespa composition\nAllow adjustment of:\nBody orientation\nHead direction (gaze)\nStanding position\nKeep identity and body proportions EXACT\nAvoid “copied original pose” that feels disconnected from the scene\n[Group Interaction & Harmony — IMPORTANT]\nAll subjects must feel connected in one moment\nSecondary subjects should:\nSlightly face rider or camera\nAlign direction naturally with the group\nAppear aware of the Vespa and each other\nMaintain consistent posing style across subjects (all casual, relaxed)\nAvoid mismatched posing or conflicting directions\nFor multiple subjects:\nCreate balanced composition (triangle / semi-circle around Vespa)\nMaintain visual rhythm and spacing\nVEHICLE (HARD LOCK):\nClassic retro Vespa ONLY (NOT modern scooter)\nRounded vintage body shape\nCream / beige color\nRealistic scale vs human\nClean, slightly realistic finish (not overly glossy)\nINTERACTION & REALISM:\nHands must correctly grip handlebar\nNatural posture (upright, relaxed)\nFeet must touch ground properly\nVespa wheels aligned with ground perspective\n[Composition Rules — HARD LOCK]:\nAll subjects visible\nNo face overlap\nNo distortion (limbs, body, Vespa)\nMaintain natural spacing\nMaintain group balance\n[Lighting & Integration]:\nFollow background lighting source\nAdd realistic shadows (subjects + Vespa)\nEnsure strong ground contact (feet & wheels)\nApply subtle ambient color reflection if needed\n[GROUND INTEGRATION — IMPORTANT]:\nFully replace original ground\nNo leftover artifacts\nSeamless blending with background\n[Hard Constraints]:\nNo extra people\nNo missing subjects\nNo floating elements\nNo artifacts or glitches\nMaintain visual balance (no element overly dominant)\nCorrect scale between subjects and Vespa\n[Final Goal]:\n\nNatural, realistic group photo with a retro Vespa,\ncheerful, relaxed, cohesive,\nperfectly blended with the background,\nwhile preserving 100% original identity and appearance.",https://experia.id/rujakan/images/thumbs/vespa_6.webp,,,https://experia.id/rujakan/images/references/spot_3_gerbang.jpeg,,,seedream
B1,SERAGAM DI LAPANGAN,"Image editing task using 3 reference images.\nReference-1: main subject\nReference-2: background\nReference-3: OSIS logo\n\nTASK 1 — Indonesian Senior High School (SMA) Uniform\n\nReplace outfit with SMA uniform.\n\nHARD LOCK – SHIRT\nWhite shirt\nExactly 1 pocket\n\nLOGO RULE (STRICT)\nLogo must be identical to Reference-3\nLogo must be small, centered, and fully contained within the shirt pocket area\nDo NOT allow the logo to exceed or go outside the pocket boundaries\nDo NOT distort, stretch, or rotate the logo\n\nHAT / CAP HANDLING (CONDITIONAL HARD LOCK)\nIf subject wears hat → MUST KEEP\nAdapt to SMA style: bluish grey cap (#72829f tone)\nDo NOT add logo/text unless originally present\nKeep original position and fit\nIf no hat → do NOT add\n\nHARD LOCK – BOTTOM\nLight bluish grey (#72829f)\nNOT dark grey or black\n\nClothing\nMale: long pants\nFemale: skirt\nFemale (hijab): long skirt + full coverage\n\nSLEEVES RULE (STRICT)\nFollow original sleeve length\nEXCEPTION (STRICT): hijab MUST use long sleeves\nDo NOT generate short sleeves for hijab cases\n\nShoes\nBlack casual school shoes\nShort socks only\n\nRemove non-uniform items\nKeep identity, all subjects\n\nTASK 2 — Background\nReplace with Reference-2\nMatch lighting, shadows, perspective\nFeet grounded\n\nGROUND RULE (STRICT)\nCompletely remove original floor/ground\nDo NOT retain any visual elements from the original background, including ground, floor, or shadows\nUse only ground from Reference-2\n\nHARD CONSTRAINTS\nKeep all subjects\nNo extra people\nClean, realistic\n\nFINAL OUTPUT\nNatural Indonesian SMA group photo",https://experia.id/rujakan/images/thumbs/spot_1.webp,,,https://experia.id/rujakan/images/references/spot_1_lapangan.jpg,https://experia.id/rujakan/images/references/logo_osis_sma.png,,seedream
B2,SERAGAM DEPAN KELAS,"Image editing task using 3 reference images.\nReference-1: main subject\nReference-2: background\nReference-3: OSIS logo\n\nTASK 1 — Indonesian Senior High School (SMA) Uniform\n\nReplace outfit with SMA uniform.\n\nHARD LOCK – SHIRT\nWhite shirt\nExactly 1 pocket\n\nLOGO RULE (STRICT)\nLogo must be identical to Reference-3\nLogo must be small, centered, and fully contained within the shirt pocket area\nDo NOT allow the logo to exceed or go outside the pocket boundaries\nDo NOT distort, stretch, or rotate the logo\n\nHAT / CAP HANDLING (CONDITIONAL HARD LOCK)\nIf subject wears hat → MUST KEEP\nAdapt to SMA style: bluish grey cap (#72829f tone)\nDo NOT add logo/text unless originally present\nKeep original position and fit\nIf no hat → do NOT add\n\nHARD LOCK – BOTTOM\nLight bluish grey (#72829f)\nNOT dark grey or black\n\nClothing\nMale: long pants\nFemale: skirt\nFemale (hijab): long skirt + full coverage\n\nSLEEVES RULE (STRICT)\nFollow original sleeve length\nEXCEPTION (STRICT): hijab MUST use long sleeves\nDo NOT generate short sleeves for hijab cases\n\nShoes\nBlack casual school shoes\nShort socks only\n\nRemove non-uniform items\nKeep identity, all subjects\n\nTASK 2 — Background\nReplace with Reference-2\nMatch lighting, shadows, perspective\nFeet grounded\n\nGROUND RULE (STRICT)\nCompletely remove original floor/ground\nDo NOT retain any visual elements from the original background, including ground, floor, or shadows\nUse only ground from Reference-2\n\nHARD CONSTRAINTS\nKeep all subjects\nNo extra people\nClean, realistic\n\nFINAL OUTPUT\nNatural Indonesian SMA group photo",https://experia.id/rujakan/images/thumbs/spot_2.webp,,,https://experia.id/rujakan/images/references/spot_2_mushola.png,https://experia.id/rujakan/images/references/logo_osis_sma.png,,seedream
B3,SERAGAM DEPAN GERBANG,"Image editing task using 3 reference images.\nReference-1: main subject\nReference-2: background\nReference-3: OSIS logo\n\nTASK 1 — Indonesian Senior High School (SMA) Uniform\n\nReplace outfit with SMA uniform.\n\nHARD LOCK – SHIRT\nWhite shirt\nExactly 1 pocket\n\nLOGO RULE (STRICT)\nLogo must be identical to Reference-3\nLogo must be small, centered, and fully contained within the shirt pocket area\nDo NOT allow the logo to exceed or go outside the pocket boundaries\nDo NOT distort, stretch, or rotate the logo\n\nHAT / CAP HANDLING (CONDITIONAL HARD LOCK)\nIf subject wears hat → MUST KEEP\nAdapt to SMA style: bluish grey cap (#72829f tone)\nDo NOT add logo/text unless originally present\nKeep original position and fit\nIf no hat → do NOT add\n\nHARD LOCK – BOTTOM\nLight bluish grey (#72829f)\nNOT dark grey or black\n\nClothing\nMale: long pants\nFemale: skirt\nFemale (hijab): long skirt + full coverage\n\nSLEEVES RULE (STRICT)\nFollow original sleeve length\nEXCEPTION (STRICT): hijab MUST use long sleeves\nDo NOT generate short sleeves for hijab cases\n\nShoes\nBlack casual school shoes\nShort socks only\n\nRemove non-uniform items\nKeep identity, all subjects\n\nTASK 2 — Background\nReplace with Reference-2\nMatch lighting, shadows, perspective\nFeet grounded\n\nGROUND RULE (STRICT)\nCompletely remove original floor/ground\nDo NOT retain any visual elements from the original background, including ground, floor, or shadows\nUse only ground from Reference-2\n\nHARD CONSTRAINTS\nKeep all subjects\nNo extra people\nClean, realistic\n\nFINAL OUTPUT\nNatural Indonesian SMA group photo",https://experia.id/rujakan/images/thumbs/spot_3.webp,,,https://experia.id/rujakan/images/references/spot_3_gerbang.jpeg,https://experia.id/rujakan/images/references/logo_osis_sma.png,,seedream
B4,SERAGAM DI LORONG,"Image editing task using 4 reference images.\nReference-1: main subject (PRIMARY IDENTITY)\nReference-2: background (mushola courtyard)\nReference-3: OSIS logo (optional, low priority)\nReference-4: pose reference (LAYOUT ONLY — NOT HUMAN REFERENCE)\n\n\n[GLOBAL PRIORITY — STRICT]\n\n1. Facial identity from Reference-1 (ABSOLUTE)\n2. Background structure from Reference-2\n3. Pose layout from Reference-4 (LOW PRIORITY)\n\nIf conflict occurs:\n* ALWAYS preserve face from Reference-1\n* IGNORE pose if it affects identity\n\n\n[IDENTITY LOCK — ABSOLUTE]\n\n* Faces must EXACTLY match Reference-1\n* Do NOT copy ANY facial feature from Reference-4\n\nSTRICT:\n* Do NOT blend identities\n* Do NOT modify expression\n* Do NOT reinterpret face\n\nReference-4 MUST NOT influence:\n* Face\n* Head shape\n* Expression\n* Skin tone\n\nFAIL CONDITION:\n* If face changes → result is incorrect\n\n\n[UNIFORM]\n\n* Indonesian SMA uniform\n* White shirt\n* Bottom: light bluish grey (#72829f tone)\n* Male: pants\n* Female: skirt\n* Hijab: long sleeve + long skirt\n* Black shoes + short socks\n\nRemove accessories\nKeep identity\n\n\n[BACKGROUND — HARD LOCK]\n\n* Fully use Reference-2\n* Preserve ALL objects (bench, floor, walls)\n* Do NOT add, generate, extend, or duplicate any object\n\n\n[POSE — LAYOUT ONLY (IMPORTANT)]\n\nReference-4 is NOT a human reference.\n\nTreat it as:\n* A simple spatial layout\n* Position guide only\n\nUSE ONLY:\n* Number of seated vs standing people\n* Relative spacing between subjects\n* Rough sitting positions\n\nIGNORE COMPLETELY:\n* Faces\n* Body details\n* Clothing\n* Expressions\n\n\n[SEATING RULE — CRITICAL]\n\n* Sitting is allowed ONLY on the real bench from Reference-2\n* If layout requires more seating than available:\n  → extra subjects MUST stand\n\nFORBIDDEN:\n* Creating new bench\n* Extending bench\n* Sitting on pillar, air, or invisible surface\n\n\n[ORIENTATION]\n\n* Bodies follow direction of the bench (sideways / 3/4)\n* Heads may slightly face camera\n* Avoid fully front-facing group alignment\n\n\n[STYLE]\n\n* Natural, candid, relaxed\n* Not formal group photo\n* Slight asymmetry allowed\n\n\n[CONTACT]\n\n* Sitting subjects must fully touch bench\n* Feet must match ground perspective\n\n\n[CONSTRAINTS]\n\n* No extra people\n* No missing subjects\n* No extra objects\n* No duplicated bench\n* No face alteration\n* No distortion\n\n\nFinal:\nNatural Indonesian SMA students in mushola courtyard,\npose loosely guided by layout reference,\nsitting only on the existing bench,\nfaces identical to original input,\nno added objects,\nclean, realistic, and well-integrated.",https://experia.id/rujakan/images/thumbs/spot_4.webp,,,https://experia.id/rujakan/images/references/spot_4_lorong.png,https://experia.id/rujakan/images/references/logo_osis_sma.png,https://experia.id/rujakan/images/references/ref_duduk.png,seedream
B5,SERAGAM DI KELAS,"Image editing task using 2 reference images.\nReference-1: main subject\nReference-2: OSIS logo\n\n\n[Task 0: Subject Consistency — CRITICAL]\n* Keep the exact number of people from the original image\n* Do NOT add or remove any person\n* Preserve original group composition and spacing as much as possible\n* Do NOT assume fixed number of subjects\n\nIDENTITY PRESERVATION (CRITICAL):\n* Preserve exact facial identity from the original image\n* Maintain facial structure, proportions, and unique features\n* Do NOT alter face shape, eyes, nose, mouth, or expression\n* Keep original likeness highly recognizable\n* Do NOT re-generate or stylize faces\n* Face must remain identical to the original input (high fidelity)\n\n\n[Task 1: Indonesian SMA Uniform]\nReplace outfit with Indonesian public high school uniform.\n\nRules (HARD LOCK):\n* White shirt, clean, 1 pocket\n* OSIS logo on pocket (exact match, no text, small and proportional, max ~1/3 pocket width, not dominant)\n* No blazer/tie/vest, not office wear\n\nBottom color (HARD LOCK):\n* Light bluish grey similar to #72829f\n* Typical Indonesian SMA uniform color\n* Slight blue tint clearly visible\n* Medium-light tone (NOT dark grey, NOT charcoal, NOT black)\n* Avoid dull or muddy grey\n* Color must appear brighter than neutral grey\n\nCONSISTENCY RULE (IMPORTANT):\n* All bottom clothing (pants and skirts) must use identical color tone (no variation across subjects)\n\nClothing:\n* Male: long pants\n* Female: skirt\n* Hijab:\n  - Long skirt (below knee–ankle), modest\n  - Long sleeves (full arm coverage to wrist)\n  - No visible skin on arms\n* Sleeves follow original (except hijab must be long sleeve)\n\nShoes & socks:\n* Black casual school shoes (canvas, low-top sneakers)\n* Youth casual sneaker style, commonly worn by Indonesian students\n* White or neutral ankle socks (short, visible)\n* NOT mid-calf or long socks\n\nRemove: accessories, layers, non-uniform items\nKeep: face, identity, expression, hairstyle, proportions\nStyle: Indonesian student, natural, not formal\n\n\n[Task 2: Classroom Environment]\nAdapt the scene into an Indonesian high school classroom environment while preserving subject identity and proportions.\n\nCLASSROOM SETTING (WOOD FOCUS):\n* Interior Indonesian high school classroom\n* School desks and chairs made of wood (jati or similar)\n* Visible natural wood grain texture (clear but not exaggerated)\n* Slightly worn surface (light scratches, uneven tone)\n* Matte wood finish (NOT glossy, NOT polished modern furniture)\n* Metal frame allowed for chair legs (typical school style)\n* Green chalkboard behind\n* Natural daylight from windows (soft side lighting)\n* Realistic classroom, slightly aged, not modern or minimalistic\n\n\nSEATING & COMPOSITION (ADAPTIVE — DO NOT FORCE COUNT):\n\n* Adapt seating based on the number of subjects in the original image:\n\n- If 1 subject:\n  * Single student seated at a desk, facing camera\n\n- If 2 subjects:\n  * Both seated at the same desk or nearby desks, facing camera naturally\n\n- If 3 or more subjects:\n  * Some subjects seated together at desks\n  * One or more subjects standing naturally beside or behind desks\n\n* Do NOT create additional people to satisfy composition\n* Composition must adapt to existing subjects only\n* Maintain visibility of all faces\n* No overlapping faces\n* Keep spacing natural like real classroom interaction\n\n\nPOSE & INTERACTION:\n* Seated subjects:\n  - Sitting upright or slightly relaxed\n  - Hands on desk or lap\n* Standing subjects:\n  - Relaxed stance, slight lean toward group or desk\n  - Natural, friendly interaction\n\n* Keep head position close to original image\n* No stiff posing\n* No exaggerated gestures\n\n\nINTERACTION & REALISM:\n* Bodies aligned correctly with chairs (no floating)\n* Proper sitting contact (hips on chair, feet to floor)\n* Correct human-to-furniture scale\n\n\nCAMERA & FRAMING (WITH ANGLE CONTROL):\n* Use a medium-wide framing (not close-up)\n* Subjects visible from at least waist-up to full body (depending on composition)\n* Include surrounding classroom elements (desks, chairs, board, partial room context)\n* Keep subjects as the main focus, but environment must be clearly visible\n\n* CAMERA ANGLE RULE:\n  - If 1–2 subjects: use frontal view (subjects facing camera, not angled)\n  - If 3 or more subjects: allow slight natural angle variation (not extreme side view)\n\n* Natural perspective like a real classroom photo (not zoomed-in portrait)\n* Avoid tight cropping on faces or upper body only\n\n\nLighting:\n* Soft natural indoor lighting\n* Match light direction across subjects and environment\n* Add realistic contact shadows (under chairs, feet, desks)\n\n\nGROUND & INTEGRATION:\n* Floor must match classroom environment\n* No visible leftover from the original ground\n* No cutout or floating effect\n\n\nHard constraints:\n* Do NOT use dark grey, charcoal, or near-black tones (for uniform)\n* Keep all original subjects (no extra/missing people)\n* Do NOT add extra people\n* Composition must not imply or introduce additional subjects\n* Maintain visual balance (no element overly dominant)\n* Clean, realistic, no artifacts\n\n\nFinal:\nNatural Indonesian senior high school (SMA) classroom photo,\nstudents sitting at desks facing camera,\ncheerful, relaxed, cohesive, realistic,\nwith strong facial identity preservation and clear classroom environment.",https://experia.id/rujakan/images/thumbs/spot_5.webp,,,https://experia.id/rujakan/images/references/logo_osis_sma.png,https://experia.id/rujakan/images/references/logo_osis_sma.png,,seedream
B6,SERAGAM DI TUGU,"Image editing task using 3 reference images.\nReference-1: main subject\nReference-2: background\nReference-3: OSIS logo\n\nTASK 1 — Indonesian Senior High School (SMA) Uniform\n\nReplace outfit with SMA uniform.\n\nHARD LOCK – SHIRT\nWhite shirt\nExactly 1 pocket\n\nLOGO RULE (STRICT)\nLogo must be identical to Reference-3\nLogo must be small, centered, and fully contained within the shirt pocket area\nDo NOT allow the logo to exceed or go outside the pocket boundaries\nDo NOT distort, stretch, or rotate the logo\n\nHAT / CAP HANDLING (CONDITIONAL HARD LOCK)\nIf subject wears hat → MUST KEEP\nAdapt to SMA style: bluish grey cap (#72829f tone)\nDo NOT add logo/text unless originally present\nKeep original position and fit\nIf no hat → do NOT add\n\nHARD LOCK – BOTTOM\nLight bluish grey (#72829f)\nNOT dark grey or black\n\nClothing\nMale: long pants\nFemale: skirt\nFemale (hijab): long skirt + full coverage\n\nSLEEVES RULE (STRICT)\nFollow original sleeve length\nEXCEPTION (STRICT): hijab MUST use long sleeves\nDo NOT generate short sleeves for hijab cases\n\nShoes\nBlack casual school shoes\nShort socks only\n\nRemove non-uniform items\nKeep identity, all subjects\n\nTASK 2 — Background\nReplace with Reference-2\nMatch lighting, shadows, perspective\nFeet grounded\n\nGROUND RULE (STRICT)\nCompletely remove original floor/ground\nDo NOT retain any visual elements from the original background, including ground, floor, or shadows\nUse only ground from Reference-2\n\nHARD CONSTRAINTS\nKeep all subjects\nNo extra people\nClean, realistic\n\nFINAL OUTPUT\nNatural Indonesian SMA group photo",https://experia.id/rujakan/images/thumbs/spot_6.webp,,,https://experia.id/rujakan/images/references/spot_5_tugu_malang.png,https://experia.id/rujakan/images/references/logo_osis_sma.png,,seedream
C1,FOTO DI LAPANGAN,"Image editing task using 2 reference images\n\nReference-1: main subject\nReference-2: background\n\n[Task 1: Subject Integrity — NO OUTFIT CHANGE]\n\nKeep the subject EXACTLY as in the original image.\n\nRules (HARD LOCK):\n\nDo NOT change clothing (no uniform conversion)\nDo NOT modify outfit color, texture, or style\nKeep original face, identity, expression, hairstyle, and proportions\nKeep original pose and body structure\nRemove only minor distracting accessories if necessary (optional, minimal)\n[Task 2: Background Replacement]\n\nReplace the background with the provided reference background.\n\nRequirements:\n\nMatch perspective (camera angle, horizon, subject scale)\nMatch lighting direction and intensity\nAdjust color tone (white balance, exposure) to blend naturally\nAdd realistic shadows under feet\nEnsure proper ground contact (no floating)\n[Composition Rules — HARD LOCK]:\nKeep all original subjects (no extra / no missing people)\nNo face overlap or obstruction\nMaintain natural spacing between subjects\nFeet must touch ground naturally\nNo distortion of body or limbs\n[Lighting & Realism]:\nFollow background lighting source\nAdd soft, realistic shadows\nMatch contrast and dynamic range\nApply subtle ambient color reflection if needed\nAvoid over-editing / HDR look\n[Environment Integration]:\nDo NOT retain original floor/ground\nSeamless blending (no cutout edges, no halo)\nOptional slight depth-of-field to match background\n[Hard Constraints]:\nNo extra people\nNo missing subjects\nNo floating or unnatural positioning\nNo artifacts, glitches, or deformation\nClean, photorealistic output\n[Final Goal]:\n\nNatural, realistic photo with perfect subject-background integration,\nwhile preserving original identity 100%.",https://experia.id/rujakan/images/thumbs/spot_7.webp,,,https://experia.id/rujakan/images/references/spot_1_lapangan.jpg,,,seedream
C2,FOTO DEPAN KELAS,"Image editing task using 2 reference images\n\nReference-1: main subject\nReference-2: background\n\n[Task 1: Subject Integrity — NO OUTFIT CHANGE]\n\nKeep the subject EXACTLY as in the original image.\n\nRules (HARD LOCK):\n\nDo NOT change clothing (no uniform conversion)\nDo NOT modify outfit color, texture, or style\nKeep original face, identity, expression, hairstyle, and proportions\nKeep original pose and body structure\nRemove only minor distracting accessories if necessary (optional, minimal)\n[Task 2: Background Replacement]\n\nReplace the background with the provided reference background.\n\nRequirements:\n\nMatch perspective (camera angle, horizon, subject scale)\nMatch lighting direction and intensity\nAdjust color tone (white balance, exposure) to blend naturally\nAdd realistic shadows under feet\nEnsure proper ground contact (no floating)\n[Composition Rules — HARD LOCK]:\nKeep all original subjects (no extra / no missing people)\nNo face overlap or obstruction\nMaintain natural spacing between subjects\nFeet must touch ground naturally\nNo distortion of body or limbs\n[Lighting & Realism]:\nFollow background lighting source\nAdd soft, realistic shadows\nMatch contrast and dynamic range\nApply subtle ambient color reflection if needed\nAvoid over-editing / HDR look\n[Environment Integration]:\nDo NOT retain original floor/ground\nSeamless blending (no cutout edges, no halo)\nOptional slight depth-of-field to match background\n[Hard Constraints]:\nNo extra people\nNo missing subjects\nNo floating or unnatural positioning\nNo artifacts, glitches, or deformation\nClean, photorealistic output\n[Final Goal]:\n\nNatural, realistic photo with perfect subject-background integration,\nwhile preserving original identity 100%.",https://experia.id/rujakan/images/thumbs/spot_8.webp,,,https://experia.id/rujakan/images/references/spot_2_mushola.png,,,seedream
C3,FOTO DEPAN GERBANG,"Image editing task using 2 reference images\n\nReference-1: main subject\nReference-2: background\n\n[Task 1: Subject Integrity — NO OUTFIT CHANGE]\n\nKeep the subject EXACTLY as in the original image.\n\nRules (HARD LOCK):\n\nDo NOT change clothing (no uniform conversion)\nDo NOT modify outfit color, texture, or style\nKeep original face, identity, expression, hairstyle, and proportions\nKeep original pose and body structure\nRemove only minor distracting accessories if necessary (optional, minimal)\n[Task 2: Background Replacement]\n\nReplace the background with the provided reference background.\n\nRequirements:\n\nMatch perspective (camera angle, horizon, subject scale)\nMatch lighting direction and intensity\nAdjust color tone (white balance, exposure) to blend naturally\nAdd realistic shadows under feet\nEnsure proper ground contact (no floating)\n[Composition Rules — HARD LOCK]:\nKeep all original subjects (no extra / no missing people)\nNo face overlap or obstruction\nMaintain natural spacing between subjects\nFeet must touch ground naturally\nNo distortion of body or limbs\n[Lighting & Realism]:\nFollow background lighting source\nAdd soft, realistic shadows\nMatch contrast and dynamic range\nApply subtle ambient color reflection if needed\nAvoid over-editing / HDR look\n[Environment Integration]:\nDo NOT retain original floor/ground\nSeamless blending (no cutout edges, no halo)\nOptional slight depth-of-field to match background\n[Hard Constraints]:\nNo extra people\nNo missing subjects\nNo floating or unnatural positioning\nNo artifacts, glitches, or deformation\nClean, photorealistic output\n[Final Goal]:\n\nNatural, realistic photo with perfect subject-background integration,\nwhile preserving original identity 100%.",https://experia.id/rujakan/images/thumbs/spot_9.webp,,,https://experia.id/rujakan/images/references/spot_3_gerbang.jpeg,,,seedream
C4,FOTO DI TUGU,"Image editing task using 2 reference images\n\nReference-1: main subject\nReference-2: background\n\n[Task 1: Subject Integrity — NO OUTFIT CHANGE]\n\nKeep the subject EXACTLY as in the original image.\n\nRules (HARD LOCK):\n\nDo NOT change clothing (no uniform conversion)\nDo NOT modify outfit color, texture, or style\nKeep original face, identity, expression, hairstyle, and proportions\nKeep original pose and body structure\nRemove only minor distracting accessories if necessary (optional, minimal)\n[Task 2: Background Replacement]\n\nReplace the background with the provided reference background.\n\nRequirements:\n\nMatch perspective (camera angle, horizon, subject scale)\nMatch lighting direction and intensity\nAdjust color tone (white balance, exposure) to blend naturally\nAdd realistic shadows under feet\nEnsure proper ground contact (no floating)\n[Composition Rules — HARD LOCK]:\nKeep all original subjects (no extra / no missing people)\nNo face overlap or obstruction\nMaintain natural spacing between subjects\nFeet must touch ground naturally\nNo distortion of body or limbs\n[Lighting & Realism]:\nFollow background lighting source\nAdd soft, realistic shadows\nMatch contrast and dynamic range\nApply subtle ambient color reflection if needed\nAvoid over-editing / HDR look\n[Environment Integration]:\nDo NOT retain original floor/ground\nSeamless blending (no cutout edges, no halo)\nOptional slight depth-of-field to match background\n[Hard Constraints]:\nNo extra people\nNo missing subjects\nNo floating or unnatural positioning\nNo artifacts, glitches, or deformation\nClean, photorealistic output\n[Final Goal]:\n\nNatural, realistic photo with perfect subject-background integration,\nwhile preserving original identity 100%.",https://experia.id/rujakan/images/thumbs/spot_10.webp,,,https://experia.id/rujakan/images/references/spot_5_tugu_malang.png,,,seedream
